mrt_dist_km,amenity_score,neighborhood_demand,lag_occupancy,month_num,d_covid_phase2,d_absd_hike_2021,d_ahd_tightening,d_ura_guidelines,d_rental_surge,room_type,zone,lease_type,rental_price_sgd,is_vacant,month,planning_area,operator
3.007,0.571,56.05,0.73,6,0,0,0,1,0,Deluxe,West,6-Month,2030.0,1,2023-06,Jurong East,Cantonment
0.22,0.857,65.83,0.976,6,0,0,0,1,0,Twin-Share,East,3-Month,1040.0,0,2023-06,Tampines,Lyf
0.529,0.714,72.59,0.647,6,0,0,0,1,0,Studio,Central,6-Month,2230.0,1,2023-06,Geylang,Cantonment
0.419,0.286,64.76,0.821,6,0,0,0,1,0,Master,West,3-Month,1510.0,0,2023-06,Buona Vista,Cove
0.599,0.571,45.29,0.931,6,0,0,0,1,0,Twin-Share,North,12-Month,920.0,0,2023-06,Yishun,Cove
1.472,0.286,65.05,0.655,6,0,0,0,1,0,Deluxe,Central,6-Month,3060.0,1,2023-06,Bishan,Hmlet
0.84,0.571,58.45,0.827,6,0,0,0,1,0,Suite,East,3-Month,2510.0,1,2023-06,Tampines,Cantonment
0.361,1.0,47.52,0.88,6,0,0,0,1,0,Twin-Share,East,Monthly,1160.0,0,2023-06,Bedok,Cantonment
0.536,0.857,46.04,0.921,6,0,0,0,1,0,Single,North,6-Month,1270.0,0,2023-06,Woodlands,Coliwoo
0.442,0.714,61.94,0.718,6,0,0,0,1,0,Master,West,6-Month,1820.0,0,2023-06,Clementi,The Assembly Place
0.784,0.286,71.05,0.581,6,0,0,0,1,0,Studio,Central,6-Month,2320.0,1,2023-06,Queenstown,Cove
3.3,0.714,52.98,0.919,6,0,0,0,1,0,Single,West,Monthly,1030.0,0,2023-06,Jurong East,The Assembly Place
0.272,0.571,57.84,0.404,6,0,0,0,1,0,Studio,West,Monthly,2390.0,1,2023-06,Clementi,Hmlet
0.651,0.429,77.58,1.0,6,0,0,0,1,0,Twin-Share,West,3-Month,860.0,0,2023-06,Buona Vista,Lyf
0.265,0.714,77.35,0.808,6,0,0,0,1,0,Twin-Share,Central,12-Month,1120.0,0,2023-06,Queenstown,Cove
0.385,0.429,85.41,0.883,6,0,0,0,1,0,Studio,Central,12-Month,2080.0,0,2023-06,Novena,Cove
0.402,0.571,85.2,0.498,6,0,0,0,1,0,Studio,Central,3-Month,2310.0,1,2023-06,Rochor,Bonztel
0.256,0.714,68.04,0.68,6,0,0,0,1,0,Single,Central,6-Month,1540.0,0,2023-06,Toa Payoh,The Assembly Place
0.176,0.571,67.42,0.72,6,0,0,0,1,0,Master,West,Monthly,1760.0,1,2023-06,Buona Vista,Coliwoo
1.48,0.429,49.16,0.391,6,0,0,0,1,0,Deluxe,North-East,3-Month,2510.0,0,2023-06,Sengkang,The Assembly Place
0.3,0.286,51.22,0.941,6,0,0,0,1,0,Single,North,12-Month,1180.0,0,2023-06,Yishun,The Assembly Place
0.013,0.571,76.04,0.182,6,0,0,0,1,0,Suite,Central,Monthly,2980.0,1,2023-06,Toa Payoh,Bonztel
0.066,0.714,77.58,0.38,6,0,0,0,1,0,Suite,Central,12-Month,2830.0,1,2023-06,Geylang,Figment
0.121,0.286,65.41,0.536,6,0,0,0,1,0,Suite,East,Monthly,2210.0,1,2023-06,Paya Lebar,Coliwoo
1.974,1.0,56.55,0.806,6,0,0,0,1,0,Suite,Central,12-Month,2410.0,0,2023-06,Bishan,Cantonment
0.255,0.714,86.43,0.628,6,0,0,0,1,0,Deluxe,Central,12-Month,2900.0,0,2023-06,Kallang,Lyf
3.43,1.0,59.07,0.958,6,0,0,0,1,0,Master,West,6-Month,1340.0,0,2023-06,Jurong East,Figment
0.72,0.429,75.94,0.674,6,0,0,0,1,0,Suite,Central,12-Month,2270.0,1,2023-06,Toa Payoh,Cantonment
0.84,0.714,53.88,0.545,6,0,0,0,1,0,Suite,East,Monthly,2290.0,0,2023-06,Bedok,Cove
0.375,0.286,74.57,0.872,6,0,0,0,1,0,Master,Central,Monthly,2000.0,0,2023-06,Novena,The Assembly Place
2.978,1.0,53.32,0.856,6,0,0,0,1,0,Suite,West,12-Month,1490.0,0,2023-06,Jurong East,Hmlet
0.574,0.429,61.75,0.951,6,0,0,0,1,0,Single,East,3-Month,1260.0,0,2023-06,Tampines,Figment
0.259,0.714,58.57,0.521,6,0,0,0,1,0,Master,North-East,Monthly,2130.0,0,2023-06,Ang Mo Kio,Lyf
0.283,0.857,57.26,0.838,6,0,0,0,1,0,Suite,North-East,12-Month,2110.0,1,2023-06,Ang Mo Kio,Cantonment
0.445,0.571,59.58,0.893,6,0,0,0,1,0,Master,East,6-Month,1770.0,0,2023-06,Paya Lebar,Lyf
0.258,0.571,63.82,0.392,6,0,0,0,1,0,Deluxe,East,Monthly,2710.0,1,2023-06,Paya Lebar,Cove
0.282,0.714,55.89,0.45,6,0,0,0,1,0,Studio,East,12-Month,2050.0,0,2023-06,Bedok,Cove
0.221,0.571,75.67,0.199,6,0,0,0,1,0,Deluxe,Central,Monthly,3500.0,1,2023-06,Novena,Cantonment
0.418,0.571,64.47,0.982,6,0,0,0,1,0,Twin-Share,East,12-Month,890.0,0,2023-06,Tampines,Cove
0.387,0.857,57.48,0.803,6,0,0,0,1,0,Twin-Share,North-East,Monthly,1070.0,0,2023-06,Serangoon,Lyf
0.341,0.571,61.71,0.7,6,0,0,0,1,0,Studio,East,3-Month,2180.0,0,2023-06,Tampines,Lyf
0.348,0.714,51.94,0.502,6,0,0,0,1,0,Studio,North-East,Monthly,2230.0,0,2023-06,Ang Mo Kio,Lyf
3.078,0.714,46.33,1.0,6,0,0,0,1,0,Twin-Share,West,3-Month,710.0,1,2023-06,Jurong East,The Assembly Place
0.448,1.0,52.61,1.0,6,0,0,0,1,0,Master,North-East,12-Month,1680.0,0,2023-06,Punggol,Cove
0.197,0.429,59.16,0.888,6,0,0,0,1,0,Twin-Share,East,Monthly,1170.0,0,2023-06,Bedok,Coliwoo
0.175,0.571,56.74,0.633,6,0,0,0,1,0,Master,East,6-Month,1780.0,0,2023-06,Tampines,Lyf
0.464,0.286,78.66,0.537,6,0,0,0,1,0,Deluxe,Central,12-Month,2760.0,1,2023-06,Novena,Cantonment
0.519,1.0,74.09,0.815,6,0,0,0,1,0,Suite,West,3-Month,2100.0,0,2023-06,Buona Vista,The Assembly Place
0.534,0.857,54.4,0.426,6,0,0,0,1,0,Deluxe,North-East,3-Month,2670.0,1,2023-06,Punggol,Coliwoo
0.102,0.571,40.66,0.948,6,0,0,0,1,0,Single,North,12-Month,1330.0,0,2023-06,Woodlands,Cove
0.232,0.857,84.91,0.227,6,0,0,0,1,0,Studio,Central,6-Month,2520.0,1,2023-06,Rochor,Hmlet
0.812,0.286,81.72,0.349,6,0,0,0,1,0,Deluxe,Central,Monthly,3180.0,0,2023-06,Novena,Bonztel
0.596,0.714,64.75,0.493,6,0,0,0,1,0,Deluxe,East,6-Month,2560.0,1,2023-06,Paya Lebar,The Assembly Place
0.249,0.714,51.14,0.918,6,0,0,0,1,0,Single,West,Monthly,1200.0,0,2023-06,Clementi,Cantonment
0.488,0.714,52.89,0.927,6,0,0,0,1,0,Twin-Share,North,6-Month,1040.0,0,2023-06,Yishun,Coliwoo
0.434,0.571,62.45,0.201,6,0,0,0,1,0,Suite,Central,6-Month,2520.0,1,2023-06,Geylang,Lyf
0.749,1.0,67.57,0.551,6,0,0,0,1,0,Suite,Central,6-Month,2510.0,1,2023-06,Kallang,Hmlet
0.276,0.571,40.8,0.833,6,0,0,0,1,0,Master,North,Monthly,1870.0,0,2023-06,Yishun,Figment
0.596,0.571,64.31,0.815,6,0,0,0,1,0,Suite,East,6-Month,2270.0,0,2023-06,Paya Lebar,The Assembly Place
0.448,0.714,69.6,0.668,6,0,0,0,1,0,Studio,West,3-Month,1980.0,0,2023-06,Buona Vista,The Assembly Place
0.474,1.0,77.44,1.0,6,0,0,0,1,0,Single,Central,Monthly,1780.0,0,2023-06,Queenstown,Bonztel
2.826,1.0,57.99,0.96,6,0,0,0,1,0,Twin-Share,West,12-Month,750.0,0,2023-06,Jurong East,Lyf
0.645,0.429,69.73,0.934,6,0,0,0,1,0,Twin-Share,West,6-Month,900.0,0,2023-06,Buona Vista,Bonztel
0.219,1.0,85.29,0.51,6,0,0,0,1,0,Studio,Central,3-Month,2500.0,1,2023-06,Rochor,Lyf
0.392,0.857,71.76,0.447,6,0,0,0,1,0,Suite,Central,Monthly,2930.0,0,2023-06,Queenstown,Bonztel
0.358,0.429,55.1,1.0,6,0,0,0,1,0,Twin-Share,West,6-Month,960.0,0,2023-06,Clementi,Coliwoo
0.419,1.0,74.81,0.963,6,0,0,0,1,0,Single,West,6-Month,1260.0,0,2023-06,Buona Vista,Coliwoo
0.475,0.714,85.24,1.0,6,0,0,0,1,0,Single,Central,6-Month,1370.0,0,2023-06,Rochor,The Assembly Place
0.565,0.857,60.64,0.892,6,0,0,0,1,0,Twin-Share,East,Monthly,1100.0,0,2023-06,Bedok,Lyf
0.054,0.571,63.93,0.557,6,0,0,0,1,0,Studio,Central,Monthly,2610.0,1,2023-06,Geylang,The Assembly Place
0.651,1.0,67.64,0.848,6,0,0,0,1,0,Deluxe,Central,6-Month,3090.0,0,2023-06,Geylang,Bonztel
0.165,0.429,75.8,0.817,6,0,0,0,1,0,Master,Central,3-Month,2120.0,0,2023-06,Novena,Figment
0.38,0.286,51.78,0.639,6,0,0,0,1,0,Deluxe,West,3-Month,2460.0,0,2023-06,Clementi,Hmlet
0.687,0.857,71.78,0.242,6,0,0,0,1,0,Suite,Central,Monthly,3060.0,1,2023-06,Kallang,Coliwoo
0.764,0.571,85.61,0.796,6,0,0,0,1,0,Single,Central,Monthly,1640.0,0,2023-06,Queenstown,The Assembly Place
0.47,1.0,69.85,0.803,6,0,0,0,1,0,Single,Central,Monthly,1640.0,0,2023-06,Toa Payoh,Cove
0.244,0.571,76.08,0.416,6,0,0,0,1,0,Suite,Central,3-Month,2540.0,1,2023-06,Novena,Cantonment
0.28,0.857,79.56,0.848,6,0,0,0,1,0,Studio,Central,12-Month,2290.0,0,2023-06,Rochor,The Assembly Place
0.481,0.571,71.09,1.0,6,0,0,0,1,0,Twin-Share,West,Monthly,910.0,0,2023-06,Buona Vista,Cantonment
0.368,0.429,81.02,0.964,6,0,0,0,1,0,Twin-Share,Central,12-Month,1130.0,0,2023-06,Novena,Coliwoo
0.13,0.857,78.56,0.948,6,0,0,0,1,0,Twin-Share,Central,Monthly,1310.0,0,2023-06,Kallang,Bonztel
0.277,1.0,49.49,0.923,6,0,0,0,1,0,Twin-Share,North,Monthly,1050.0,0,2023-06,Yishun,Cove
0.376,1.0,54.99,0.927,6,0,0,0,1,0,Single,North,Monthly,1320.0,0,2023-06,Yishun,Cove
0.596,0.571,78.38,0.908,6,0,0,0,1,0,Twin-Share,Central,6-Month,1220.0,0,2023-06,Outram,Hmlet
0.036,0.429,74.84,0.838,6,0,0,0,1,0,Single,Central,Monthly,1620.0,0,2023-06,Geylang,Bonztel
0.497,0.857,76.66,0.053,6,0,0,0,1,0,Suite,Central,Monthly,2980.0,1,2023-06,Queenstown,Figment
0.893,1.0,50.45,0.831,6,0,0,0,1,0,Twin-Share,North,Monthly,980.0,0,2023-06,Yishun,Bonztel
0.533,0.857,71.17,0.863,6,0,0,0,1,0,Twin-Share,Central,12-Month,1140.0,0,2023-06,Kallang,Cove
0.644,0.429,68.67,0.75,6,0,0,0,1,0,Studio,Central,6-Month,2390.0,0,2023-06,Geylang,Cantonment
0.082,0.714,83.95,0.7,6,0,0,0,1,0,Master,Central,3-Month,2060.0,0,2023-06,Kallang,Coliwoo
1.478,0.429,57.86,0.367,6,0,0,0,1,0,Suite,Central,3-Month,2350.0,0,2023-06,Bishan,Lyf
0.38,0.714,46.91,0.419,6,0,0,0,1,0,Deluxe,North-East,12-Month,2440.0,1,2023-06,Punggol,Figment
1.476,0.286,54.14,0.881,6,0,0,0,1,0,Twin-Share,North-East,12-Month,840.0,0,2023-06,Sengkang,Hmlet
0.551,1.0,81.25,0.528,6,0,0,0,1,0,Suite,Central,6-Month,2620.0,0,2023-06,Rochor,Figment
0.563,0.714,58.28,0.941,6,0,0,0,1,0,Single,North-East,6-Month,1310.0,0,2023-06,Serangoon,The Assembly Place
2.86,1.0,48.28,0.905,6,0,0,0,1,0,Single,West,12-Month,960.0,0,2023-06,Jurong East,Coliwoo
0.57,1.0,62.17,0.977,6,0,0,0,1,0,Twin-Share,East,6-Month,1020.0,0,2023-06,Tampines,Figment
0.272,0.857,62.63,0.676,6,0,0,0,1,0,Suite,West,6-Month,2200.0,0,2023-06,Buona Vista,Bonztel
0.137,0.571,63.63,1.0,6,0,0,0,1,0,Single,Central,3-Month,1580.0,1,2023-06,Toa Payoh,Cove
0.277,0.857,87.25,0.65,6,0,0,0,1,0,Studio,Central,Monthly,2610.0,1,2023-06,Rochor,Cantonment
1.576,0.857,65.66,0.647,6,0,0,0,1,0,Suite,Central,3-Month,2300.0,0,2023-06,Bishan,Bonztel
0.191,0.857,63.59,0.876,6,0,0,0,1,0,Single,East,Monthly,1440.0,1,2023-06,Paya Lebar,Coliwoo
0.435,0.571,58.95,0.93,6,0,0,0,1,0,Single,North-East,3-Month,1320.0,0,2023-06,Serangoon,Bonztel
0.327,0.714,76.62,0.693,6,0,0,0,1,0,Master,Central,Monthly,1990.0,0,2023-06,Queenstown,The Assembly Place
1.427,0.571,67.99,0.984,6,0,0,0,1,0,Single,Central,12-Month,1270.0,1,2023-06,Bishan,Bonztel
0.44,0.857,83.19,0.96,6,0,0,0,1,0,Single,Central,3-Month,1550.0,0,2023-06,Outram,Figment
0.576,1.0,43.55,0.912,6,0,0,0,1,0,Single,North,Monthly,1360.0,0,2023-06,Woodlands,Lyf
0.501,0.286,55.36,0.915,6,0,0,0,1,0,Twin-Share,North-East,3-Month,920.0,0,2023-06,Ang Mo Kio,Figment
0.717,0.714,52.41,0.593,6,0,0,0,1,0,Deluxe,West,Monthly,2780.0,0,2023-06,Clementi,Coliwoo
1.635,0.571,47.58,0.703,6,0,0,0,1,0,Master,North-East,12-Month,1490.0,0,2023-06,Sengkang,Coliwoo
3.156,1.0,51.14,0.792,7,0,0,0,1,0,Suite,West,12-Month,1620.0,0,2023-07,Jurong East,Figment
0.758,0.714,57.45,0.452,7,0,0,0,1,0,Deluxe,West,3-Month,2350.0,0,2023-07,Clementi,Coliwoo
0.647,1.0,78.39,0.69,7,0,0,0,1,0,Suite,West,6-Month,2140.0,1,2023-07,Buona Vista,The Assembly Place
0.487,0.714,50.17,0.959,7,0,0,0,1,0,Studio,North,3-Month,1770.0,0,2023-07,Yishun,Cantonment
2.961,0.286,54.16,0.932,7,0,0,0,1,0,Twin-Share,West,6-Month,780.0,0,2023-07,Jurong East,Hmlet
0.095,0.571,78.8,0.32,7,0,0,0,1,0,Studio,Central,3-Month,2470.0,1,2023-07,Rochor,Lyf
1.75,0.857,55.06,0.232,7,0,0,0,1,0,Deluxe,Central,Monthly,2810.0,1,2023-07,Bishan,Cantonment
0.727,0.429,65.77,0.804,7,0,0,0,1,0,Studio,East,6-Month,2060.0,1,2023-07,Tampines,Coliwoo
0.4,0.857,78.68,0.983,7,0,0,0,1,0,Single,Central,3-Month,1570.0,0,2023-07,Outram,The Assembly Place
0.63,0.571,78.15,0.866,7,0,0,0,1,0,Single,Central,3-Month,1450.0,0,2023-07,Outram,Cove
0.03,0.714,79.43,0.923,7,0,0,0,1,0,Single,Central,3-Month,1440.0,0,2023-07,Rochor,Cove
0.74,1.0,70.47,0.847,7,0,0,0,1,0,Twin-Share,Central,6-Month,1160.0,0,2023-07,Novena,Coliwoo
0.438,1.0,56.8,0.997,7,0,0,0,1,0,Twin-Share,East,6-Month,1010.0,0,2023-07,Tampines,Figment
0.119,0.286,43.16,0.771,7,0,0,0,1,0,Master,North,6-Month,1630.0,0,2023-07,Woodlands,Hmlet
0.043,0.571,74.31,0.47,7,0,0,0,1,0,Suite,Central,6-Month,2610.0,1,2023-07,Kallang,Lyf
0.093,0.429,76.96,0.277,7,0,0,0,1,0,Deluxe,Central,12-Month,2710.0,1,2023-07,Queenstown,Figment
0.454,0.857,72.07,0.615,7,0,0,0,1,0,Studio,West,Monthly,2090.0,1,2023-07,Buona Vista,Bonztel
0.269,0.429,86.05,0.464,7,0,0,0,1,0,Deluxe,Central,12-Month,2790.0,0,2023-07,Kallang,Cove
0.029,1.0,49.64,0.934,7,0,0,0,1,0,Single,North,12-Month,1240.0,0,2023-07,Woodlands,Bonztel
0.284,0.286,75.81,0.343,7,0,0,0,1,0,Suite,Central,12-Month,2560.0,1,2023-07,Novena,The Assembly Place
0.409,0.571,47.36,0.51,7,0,0,0,1,0,Suite,North,6-Month,2140.0,1,2023-07,Woodlands,Figment
0.419,1.0,60.15,0.869,7,0,0,0,1,0,Single,North-East,6-Month,1310.0,0,2023-07,Serangoon,Hmlet
3.373,0.429,55.51,0.983,7,0,0,0,1,0,Twin-Share,West,3-Month,790.0,0,2023-07,Jurong East,Cove
3.512,1.0,52.79,0.956,7,0,0,0,1,0,Single,West,12-Month,900.0,0,2023-07,Jurong East,Figment
0.362,0.571,57.77,0.125,7,0,0,0,1,0,Deluxe,East,6-Month,2730.0,1,2023-07,Tampines,Bonztel
0.607,0.429,62.33,0.911,7,0,0,0,1,0,Studio,East,Monthly,1970.0,0,2023-07,Bedok,Cove
2.902,0.714,57.22,0.429,7,0,0,0,1,0,Deluxe,West,Monthly,2050.0,1,2023-07,Jurong East,Lyf
1.971,0.429,59.14,0.945,7,0,0,0,1,0,Suite,Central,3-Month,2010.0,0,2023-07,Bishan,Lyf
1.768,0.429,55.12,0.965,7,0,0,0,1,0,Twin-Share,North-East,3-Month,950.0,0,2023-07,Sengkang,Figment
3.362,0.286,47.15,0.736,7,0,0,0,1,0,Suite,West,Monthly,1670.0,0,2023-07,Jurong East,Cove
0.407,0.286,64.39,0.708,7,0,0,0,1,0,Suite,West,Monthly,2160.0,1,2023-07,Clementi,Bonztel
0.305,0.429,61.91,0.87,7,0,0,0,1,0,Single,West,Monthly,1240.0,0,2023-07,Clementi,Cantonment
0.499,0.571,73.56,1.0,7,0,0,0,1,0,Single,Central,6-Month,1440.0,0,2023-07,Toa Payoh,Cove
0.333,0.857,76.27,1.0,7,0,0,0,1,0,Twin-Share,Central,Monthly,1230.0,0,2023-07,Toa Payoh,Coliwoo
0.27,1.0,90.29,0.94,7,0,0,0,1,0,Twin-Share,Central,3-Month,1260.0,0,2023-07,Rochor,The Assembly Place
0.352,1.0,71.14,0.718,7,0,0,0,1,0,Single,Central,Monthly,1570.0,1,2023-07,Toa Payoh,Hmlet
0.57,1.0,82.53,0.946,7,0,0,0,1,0,Single,Central,6-Month,1520.0,0,2023-07,Outram,Hmlet
0.938,0.857,58.7,0.598,7,0,0,0,1,0,Master,North-East,Monthly,1980.0,0,2023-07,Serangoon,Bonztel
0.33,0.714,59.34,0.987,7,0,0,0,1,0,Single,East,Monthly,1410.0,0,2023-07,Paya Lebar,Figment
0.54,0.571,54.37,0.446,7,0,0,0,1,0,Studio,East,Monthly,2260.0,0,2023-07,Tampines,Coliwoo
0.251,1.0,66.69,0.425,7,0,0,0,1,0,Studio,West,Monthly,2310.0,1,2023-07,Buona Vista,Cove
0.709,0.571,74.65,0.975,7,0,0,0,1,0,Master,Central,3-Month,2010.0,0,2023-07,Geylang,Coliwoo
1.668,0.857,60.51,0.95,7,0,0,0,1,0,Single,North-East,12-Month,1210.0,1,2023-07,Sengkang,Lyf
0.141,0.429,66.05,0.988,7,0,0,0,1,0,Master,West,Monthly,1580.0,0,2023-07,Clementi,The Assembly Place
0.394,0.857,50.54,0.877,7,0,0,0,1,0,Twin-Share,East,12-Month,960.0,0,2023-07,Tampines,Coliwoo
1.83,0.857,63.36,0.839,7,0,0,0,1,0,Single,Central,6-Month,1410.0,0,2023-07,Bishan,Cantonment
3.223,0.286,56.0,1.0,7,0,0,0,1,0,Twin-Share,West,3-Month,780.0,0,2023-07,Jurong East,Cove
0.549,0.857,71.5,0.931,7,0,0,0,1,0,Single,Central,Monthly,1560.0,0,2023-07,Toa Payoh,Bonztel
0.374,0.429,45.24,1.0,7,0,0,0,1,0,Studio,North,12-Month,1710.0,1,2023-07,Woodlands,Bonztel
0.23,0.571,50.91,1.0,7,0,0,0,1,0,Single,East,Monthly,1340.0,0,2023-07,Bedok,Bonztel
0.127,0.714,74.93,0.771,7,0,0,0,1,0,Studio,Central,Monthly,2640.0,0,2023-07,Novena,Coliwoo
0.536,0.857,72.84,0.822,7,0,0,0,1,0,Single,Central,Monthly,1390.0,0,2023-07,Novena,The Assembly Place
0.251,1.0,74.81,0.784,7,0,0,0,1,0,Studio,Central,Monthly,2630.0,0,2023-07,Toa Payoh,Hmlet
0.692,0.714,61.85,0.877,7,0,0,0,1,0,Single,West,6-Month,1330.0,0,2023-07,Buona Vista,Coliwoo
0.101,0.714,58.37,0.962,7,0,0,0,1,0,Twin-Share,East,3-Month,1050.0,0,2023-07,Tampines,Coliwoo
0.512,0.429,48.83,0.329,7,0,0,0,1,0,Deluxe,East,6-Month,2730.0,1,2023-07,Bedok,Bonztel
0.477,0.286,65.64,0.269,7,0,0,0,1,0,Deluxe,West,3-Month,2480.0,0,2023-07,Buona Vista,Cantonment
0.308,0.429,73.08,0.812,7,0,0,0,1,0,Single,Central,6-Month,1380.0,0,2023-07,Novena,Coliwoo
0.479,0.429,32.17,0.734,7,0,0,0,1,0,Master,North,3-Month,1810.0,1,2023-07,Yishun,Figment
1.72,0.286,51.24,0.887,7,0,0,0,1,0,Single,North-East,12-Month,1000.0,0,2023-07,Sengkang,Cantonment
0.275,0.286,67.41,0.763,7,0,0,0,1,0,Studio,East,3-Month,1930.0,0,2023-07,Tampines,Lyf
0.484,0.429,47.31,0.879,7,0,0,0,1,0,Master,North,Monthly,1560.0,0,2023-07,Woodlands,Cantonment
0.742,0.429,52.5,0.613,7,0,0,0,1,0,Suite,East,Monthly,2470.0,1,2023-07,Bedok,The Assembly Place
0.505,1.0,79.72,0.955,7,0,0,0,1,0,Master,Central,12-Month,2040.0,0,2023-07,Geylang,Coliwoo
1.555,0.429,51.78,0.524,7,0,0,0,1,0,Deluxe,North-East,6-Month,2120.0,0,2023-07,Sengkang,Cantonment
0.158,1.0,68.58,0.584,7,0,0,0,1,0,Single,Central,Monthly,1790.0,0,2023-07,Geylang,Cantonment
0.181,1.0,87.57,0.657,7,0,0,0,1,0,Studio,Central,6-Month,2590.0,1,2023-07,Kallang,Bonztel
0.411,1.0,76.34,0.959,7,0,0,0,1,0,Master,Central,6-Month,1960.0,0,2023-07,Kallang,Cantonment
2.943,1.0,52.88,0.947,7,0,0,0,1,0,Suite,West,12-Month,1640.0,0,2023-07,Jurong East,Cantonment
0.345,1.0,58.81,0.594,7,0,0,0,1,0,Master,West,3-Month,2150.0,1,2023-07,Clementi,Bonztel
1.775,0.714,51.51,0.747,7,0,0,0,1,0,Studio,North-East,Monthly,1800.0,0,2023-07,Sengkang,Cove
0.215,0.571,52.16,0.905,7,0,0,0,1,0,Single,North,6-Month,1330.0,1,2023-07,Yishun,Hmlet
0.381,0.286,55.0,0.898,7,0,0,0,1,0,Master,North,6-Month,1580.0,0,2023-07,Yishun,Cove
0.062,0.857,70.03,0.787,7,0,0,0,1,0,Suite,Central,12-Month,2590.0,0,2023-07,Queenstown,Bonztel
0.541,0.714,61.38,0.59,7,0,0,0,1,0,Deluxe,North-East,3-Month,2900.0,0,2023-07,Serangoon,Hmlet
0.256,0.714,59.58,0.967,7,0,0,0,1,0,Single,West,Monthly,1310.0,0,2023-07,Clementi,Cantonment
0.628,1.0,74.32,0.163,7,0,0,0,1,0,Suite,Central,Monthly,3020.0,1,2023-07,Queenstown,Bonztel
0.597,0.857,71.11,0.858,7,0,0,0,1,0,Deluxe,Central,12-Month,2900.0,0,2023-07,Queenstown,Cantonment
0.299,1.0,55.37,0.598,7,0,0,0,1,0,Studio,East,12-Month,1830.0,1,2023-07,Bedok,Cove
0.234,0.857,62.58,0.45,7,0,0,0,1,0,Master,Central,12-Month,2120.0,0,2023-07,Toa Payoh,Hmlet
0.563,0.286,68.7,0.999,7,0,0,0,1,0,Twin-Share,Central,12-Month,1160.0,0,2023-07,Toa Payoh,Cove
0.479,1.0,74.86,0.573,7,0,0,0,1,0,Master,Central,12-Month,1940.0,1,2023-07,Novena,Cantonment
0.565,0.857,76.58,0.825,7,0,0,0,1,0,Studio,Central,6-Month,2280.0,0,2023-07,Outram,Cove
0.587,0.857,80.9,0.593,7,0,0,0,1,0,Studio,Central,Monthly,2580.0,1,2023-07,Outram,Cove
0.315,0.286,67.67,0.869,7,0,0,0,1,0,Single,Central,12-Month,1460.0,0,2023-07,Toa Payoh,Cove
0.122,0.714,90.56,0.952,7,0,0,0,1,0,Single,Central,3-Month,1480.0,0,2023-07,Rochor,Figment
0.257,0.857,73.16,0.436,7,0,0,0,1,0,Master,Central,Monthly,2200.0,0,2023-07,Outram,Coliwoo
0.704,0.571,73.59,0.873,7,0,0,0,1,0,Master,Central,6-Month,1780.0,0,2023-07,Queenstown,Coliwoo
0.279,0.857,68.2,0.922,7,0,0,0,1,0,Twin-Share,North-East,3-Month,1000.0,0,2023-07,Serangoon,Hmlet
0.845,0.286,54.8,0.991,7,0,0,0,1,0,Twin-Share,North-East,12-Month,950.0,0,2023-07,Serangoon,Lyf
0.371,1.0,66.29,0.942,7,0,0,0,1,0,Master,West,3-Month,1810.0,0,2023-07,Clementi,Bonztel
0.331,1.0,59.43,0.437,7,0,0,0,1,0,Studio,East,3-Month,2240.0,1,2023-07,Tampines,Coliwoo
0.335,0.429,75.06,0.665,7,0,0,0,1,0,Master,Central,12-Month,2020.0,1,2023-07,Geylang,Cove
0.514,0.429,72.55,0.646,7,0,0,0,1,0,Suite,Central,12-Month,2540.0,0,2023-07,Toa Payoh,Lyf
2.785,0.857,61.05,0.771,7,0,0,0,1,0,Suite,West,Monthly,1980.0,0,2023-07,Jurong East,Bonztel
0.671,0.857,65.7,0.86,7,0,0,0,1,0,Master,Central,6-Month,1910.0,1,2023-07,Toa Payoh,Cove
0.371,0.714,83.7,0.865,7,0,0,0,1,0,Master,Central,12-Month,1710.0,0,2023-07,Rochor,Coliwoo
2.057,0.857,48.62,0.913,7,0,0,0,1,0,Single,North-East,Monthly,1380.0,0,2023-07,Sengkang,Cove
0.657,0.714,71.04,0.77,7,0,0,0,1,0,Twin-Share,Central,6-Month,1150.0,0,2023-07,Toa Payoh,Lyf
0.492,1.0,58.08,0.742,7,0,0,0,1,0,Suite,West,3-Month,2480.0,1,2023-07,Clementi,Coliwoo
0.294,0.857,84.01,0.892,7,0,0,0,1,0,Twin-Share,Central,6-Month,1150.0,0,2023-07,Rochor,Hmlet
0.535,0.714,61.17,0.849,7,0,0,0,1,0,Single,East,3-Month,1410.0,0,2023-07,Bedok,Lyf
0.285,0.714,46.19,0.332,7,0,0,0,1,0,Suite,North-East,3-Month,2470.0,0,2023-07,Punggol,Figment
2.977,0.857,47.94,0.966,7,0,0,0,1,0,Twin-Share,West,3-Month,810.0,0,2023-07,Jurong East,Bonztel
0.631,0.857,51.06,0.416,7,0,0,0,1,0,Suite,East,Monthly,2430.0,0,2023-07,Bedok,Hmlet
0.115,0.857,49.62,0.789,8,0,0,0,1,0,Studio,North,6-Month,2010.0,0,2023-08,Woodlands,Bonztel
0.558,0.286,72.7,0.966,8,0,0,0,1,0,Twin-Share,Central,12-Month,1030.0,0,2023-08,Geylang,The Assembly Place
0.322,0.571,47.97,0.938,8,0,0,0,1,0,Master,North,6-Month,1720.0,0,2023-08,Yishun,Figment
