listing_id,month,year,month_num,operator,planning_area,zone,room_type,lease_type,lat,lon,mrt_dist_km,amenity_count,amenity_score,neighborhood_demand,lag_occupancy,rental_price_sgd,is_vacant,d_covid_phase2,d_absd_hike_2021,d_ahd_tightening,d_ura_guidelines,d_rental_surge
3954,2023-08,2023,8,Bonztel,Bedok,East,Master,Monthly,1.32461,103.92866,0.18,2,0.286,60.61,0.893,1890.0,0,0,0,0,1,0
3955,2023-08,2023,8,Figment,Queenstown,Central,Studio,3-Month,1.29884,103.78249,0.654,7,1.0,81.25,0.595,2470.0,0,0,0,0,1,0
3956,2023-08,2023,8,The Assembly Place,Tampines,East,Single,Monthly,1.35171,103.94474,0.147,2,0.286,63.43,0.847,1360.0,0,0,0,0,1,0
3957,2023-08,2023,8,Hmlet,Paya Lebar,East,Suite,3-Month,1.3129,103.89317,0.534,3,0.429,60.78,0.498,2560.0,1,0,0,0,1,0
3958,2023-08,2023,8,Figment,Outram,Central,Twin-Share,3-Month,1.27672,103.83843,0.347,6,0.857,75.45,1.0,1090.0,0,0,0,0,1,0
3959,2023-08,2023,8,Figment,Toa Payoh,Central,Twin-Share,6-Month,1.34187,103.85342,0.931,3,0.429,66.77,0.909,1000.0,1,0,0,0,1,0
3960,2023-08,2023,8,Figment,Ang Mo Kio,North-East,Master,12-Month,1.37469,103.85064,0.548,2,0.286,55.56,0.785,1730.0,0,0,0,0,1,0
3961,2023-08,2023,8,Figment,Toa Payoh,Central,Studio,6-Month,1.32825,103.85165,0.668,4,0.571,65.69,0.368,2250.0,0,0,0,0,1,0
3962,2023-08,2023,8,Coliwoo,Sengkang,North-East,Suite,6-Month,1.3906,103.89398,1.765,3,0.429,57.72,0.753,2080.0,1,0,0,0,1,0
3963,2023-08,2023,8,Bonztel,Queenstown,Central,Suite,6-Month,1.29588,103.79039,0.512,2,0.286,69.44,0.696,2470.0,1,0,0,0,1,0
3964,2023-08,2023,8,Cantonment,Rochor,Central,Single,3-Month,1.30524,103.85789,0.194,6,0.857,79.88,0.831,1610.0,0,0,0,0,1,0
3965,2023-08,2023,8,Bonztel,Toa Payoh,Central,Single,6-Month,1.3369,103.84924,0.333,7,1.0,73.25,0.786,1580.0,0,0,0,0,1,0
3966,2023-08,2023,8,Figment,Bishan,Central,Single,12-Month,1.35532,103.85311,1.671,6,0.857,67.16,0.882,1240.0,0,0,0,0,1,0
3967,2023-08,2023,8,The Assembly Place,Jurong East,West,Twin-Share,6-Month,1.3352,103.74439,3.185,6,0.857,51.62,1.0,740.0,0,0,0,0,1,0
3968,2023-08,2023,8,The Assembly Place,Novena,Central,Suite,6-Month,1.3181,103.8426,0.263,6,0.857,83.21,0.731,2700.0,0,0,0,0,1,0
3969,2023-08,2023,8,Lyf,Buona Vista,West,Master,6-Month,1.30628,103.79351,0.428,2,0.286,62.94,0.962,1550.0,0,0,0,0,1,0
3970,2023-08,2023,8,Cantonment,Novena,Central,Suite,Monthly,1.32609,103.8402,0.798,2,0.286,79.04,0.744,2290.0,1,0,0,0,1,0
3971,2023-08,2023,8,Cove,Woodlands,North,Master,Monthly,1.43288,103.78285,0.653,4,0.571,36.7,1.0,1690.0,0,0,0,0,1,0
3972,2023-08,2023,8,The Assembly Place,Outram,Central,Deluxe,12-Month,1.28112,103.83662,0.447,7,1.0,80.04,0.877,3010.0,0,0,0,0,1,0
3973,2023-08,2023,8,Hmlet,Tampines,East,Single,3-Month,1.35077,103.95005,0.613,5,0.714,51.87,0.772,1190.0,0,0,0,0,1,0
3974,2023-08,2023,8,The Assembly Place,Rochor,Central,Master,12-Month,1.31231,103.84958,1.056,4,0.571,89.14,0.538,1760.0,0,0,0,0,1,0
3975,2023-08,2023,8,Lyf,Yishun,North,Deluxe,3-Month,1.42934,103.83679,0.159,2,0.286,44.23,0.281,2580.0,1,0,0,0,1,0
3976,2023-08,2023,8,Bonztel,Toa Payoh,Central,Master,12-Month,1.33576,103.84635,0.477,6,0.857,67.55,0.699,1970.0,0,0,0,0,1,0
3977,2023-08,2023,8,Bonztel,Ang Mo Kio,North-East,Master,6-Month,1.36866,103.84958,0.138,5,0.714,55.03,0.534,1880.0,0,0,0,0,1,0
3978,2023-08,2023,8,Bonztel,Yishun,North,Twin-Share,3-Month,1.42698,103.83114,0.524,5,0.714,51.65,0.924,1010.0,0,0,0,0,1,0
3979,2023-08,2023,8,Cantonment,Rochor,Central,Deluxe,6-Month,1.30776,103.85196,0.575,7,1.0,87.73,0.513,3070.0,0,0,0,0,1,0
3980,2023-08,2023,8,Bonztel,Outram,Central,Studio,Monthly,1.28221,103.83193,0.974,4,0.571,83.9,0.398,2210.0,1,0,0,0,1,0
3981,2023-08,2023,8,Hmlet,Sengkang,North-East,Master,3-Month,1.39648,103.89725,1.02,3,0.429,52.7,0.839,1680.0,0,0,0,0,1,0
3982,2023-08,2023,8,Coliwoo,Punggol,North-East,Twin-Share,12-Month,1.40131,103.90682,0.565,3,0.429,46.98,1.0,940.0,0,0,0,0,1,0
3983,2023-08,2023,8,Lyf,Toa Payoh,Central,Suite,3-Month,1.33906,103.84839,0.591,5,0.714,66.5,0.523,2600.0,0,0,0,0,1,0
3984,2023-08,2023,8,Hmlet,Tampines,East,Twin-Share,12-Month,1.35359,103.94554,0.088,3,0.429,54.51,1.0,930.0,0,0,0,0,1,0
3985,2023-08,2023,8,Figment,Bishan,Central,Master,6-Month,1.34822,103.84834,1.585,5,0.714,58.07,0.544,1790.0,0,0,0,0,1,0
3986,2023-08,2023,8,Hmlet,Rochor,Central,Twin-Share,Monthly,1.3043,103.85451,0.196,2,0.286,79.19,1.0,1310.0,0,0,0,0,1,0
3987,2023-08,2023,8,Coliwoo,Tampines,East,Studio,Monthly,1.35287,103.94516,0.023,5,0.714,53.67,0.595,2150.0,1,0,0,0,1,0
3988,2023-08,2023,8,Cove,Rochor,Central,Master,Monthly,1.30751,103.86022,0.539,3,0.429,91.91,0.706,2250.0,0,0,0,0,1,0
3989,2023-08,2023,8,Coliwoo,Woodlands,North,Twin-Share,6-Month,1.43364,103.78368,0.529,7,1.0,44.14,1.0,1010.0,0,0,0,0,1,0
3990,2023-08,2023,8,Cove,Buona Vista,West,Single,Monthly,1.30975,103.79152,0.333,6,0.857,72.89,1.0,1250.0,0,0,0,0,1,0
3991,2023-08,2023,8,Bonztel,Ang Mo Kio,North-East,Single,12-Month,1.37454,103.85286,0.637,3,0.429,52.88,0.841,1220.0,0,0,0,0,1,0
3992,2023-08,2023,8,Coliwoo,Kallang,Central,Studio,Monthly,1.31132,103.87752,0.631,3,0.429,78.07,0.505,2400.0,1,0,0,0,1,0
3993,2023-08,2023,8,Cove,Serangoon,North-East,Deluxe,Monthly,1.36116,103.86851,0.609,6,0.857,63.16,0.402,2800.0,0,0,0,0,1,0
3994,2023-08,2023,8,Cove,Yishun,North,Single,12-Month,1.43318,103.83017,0.744,3,0.429,45.44,0.959,1070.0,0,0,0,0,1,0
3995,2023-08,2023,8,Hmlet,Woodlands,North,Single,Monthly,1.43459,103.78435,0.4,3,0.429,39.08,0.883,1410.0,0,0,0,0,1,0
3996,2023-08,2023,8,Lyf,Outram,Central,Suite,12-Month,1.27974,103.84278,0.291,4,0.571,80.42,0.436,2480.0,0,0,0,0,1,0
3997,2023-08,2023,8,Cove,Paya Lebar,East,Master,6-Month,1.32176,103.89046,0.322,7,1.0,64.23,0.96,1630.0,0,0,0,0,1,0
3998,2023-08,2023,8,Cantonment,Geylang,Central,Suite,3-Month,1.31256,103.88754,0.833,4,0.571,66.12,0.361,2490.0,1,0,0,0,1,0
3999,2023-08,2023,8,Bonztel,Novena,Central,Single,Monthly,1.32051,103.8422,0.208,2,0.286,84.23,0.984,1560.0,0,0,0,0,1,0
4000,2023-08,2023,8,Bonztel,Kallang,Central,Deluxe,Monthly,1.3109,103.87577,0.431,4,0.571,84.37,0.244,3280.0,1,0,0,0,1,0
4001,2023-08,2023,8,Coliwoo,Geylang,Central,Single,3-Month,1.31778,103.88803,0.423,4,0.571,79.82,0.585,1550.0,1,0,0,0,1,0
4002,2023-08,2023,8,Cove,Woodlands,North,Single,12-Month,1.44017,103.78824,0.358,6,0.857,46.87,0.962,1280.0,0,0,0,0,1,0
4003,2023-08,2023,8,Bonztel,Tampines,East,Suite,3-Month,1.35361,103.93774,0.81,3,0.429,53.3,0.348,2190.0,0,0,0,0,1,0
4004,2023-08,2023,8,The Assembly Place,Ang Mo Kio,North-East,Deluxe,Monthly,1.36893,103.85323,0.428,6,0.857,57.75,0.292,3040.0,1,0,0,0,1,0
4005,2023-08,2023,8,Cantonment,Jurong East,West,Twin-Share,3-Month,1.33154,103.74042,3.272,4,0.571,57.5,0.89,760.0,0,0,0,0,1,0
4006,2023-08,2023,8,The Assembly Place,Geylang,Central,Twin-Share,6-Month,1.31634,103.89255,0.16,7,1.0,66.91,0.917,1200.0,0,0,0,0,1,0
4007,2023-08,2023,8,Bonztel,Outram,Central,Twin-Share,12-Month,1.27846,103.83675,0.394,3,0.429,76.1,0.983,1110.0,0,0,0,0,1,0
4008,2023-08,2023,8,Cantonment,Buona Vista,West,Master,3-Month,1.30624,103.79643,0.746,6,0.857,64.59,0.981,1680.0,0,0,0,0,1,0
4009,2023-08,2023,8,Bonztel,Buona Vista,West,Deluxe,6-Month,1.31087,103.78875,0.414,3,0.429,63.16,0.659,2450.0,1,0,0,0,1,0
4010,2023-08,2023,8,Figment,Woodlands,North,Studio,Monthly,1.43808,103.78565,0.13,6,0.857,35.01,0.691,2000.0,0,0,0,0,1,0
4011,2023-08,2023,8,The Assembly Place,Serangoon,North-East,Master,3-Month,1.35534,103.86753,0.45,6,0.857,68.03,0.861,1880.0,0,0,0,0,1,0
4012,2023-08,2023,8,Hmlet,Queenstown,Central,Twin-Share,12-Month,1.29337,103.78372,0.281,7,1.0,78.3,0.88,1150.0,0,0,0,0,1,0
4013,2023-08,2023,8,Cove,Serangoon,North-East,Single,6-Month,1.35638,103.87131,0.017,5,0.714,63.87,0.885,1260.0,0,0,0,0,1,0
4014,2023-08,2023,8,Coliwoo,Toa Payoh,Central,Twin-Share,6-Month,1.33438,103.8572,0.768,7,1.0,68.53,0.892,1110.0,0,0,0,0,1,0
4015,2023-08,2023,8,Cove,Serangoon,North-East,Suite,Monthly,1.35103,103.86765,0.738,4,0.571,54.82,0.182,2430.0,1,0,0,0,1,0
4016,2023-08,2023,8,Bonztel,Woodlands,North,Suite,3-Month,1.44126,103.78794,0.454,5,0.714,40.95,0.481,2370.0,0,0,0,0,1,0
4017,2023-08,2023,8,Hmlet,Paya Lebar,East,Deluxe,3-Month,1.31631,103.89268,0.158,6,0.857,61.38,0.428,2900.0,1,0,0,0,1,0
4018,2023-08,2023,8,Cove,Yishun,North,Master,6-Month,1.43517,103.84348,1.13,7,1.0,50.4,1.0,1410.0,0,0,0,0,1,0
4019,2023-08,2023,8,Coliwoo,Ang Mo Kio,North-East,Twin-Share,6-Month,1.36671,103.85521,0.727,2,0.286,55.02,0.878,970.0,0,0,0,0,1,0
4020,2023-08,2023,8,Hmlet,Kallang,Central,Studio,3-Month,1.30635,103.88076,1.056,7,1.0,82.37,0.677,2300.0,0,0,0,0,1,0
4021,2023-08,2023,8,Lyf,Rochor,Central,Single,6-Month,1.30002,103.85345,0.413,2,0.286,78.0,0.895,1580.0,0,0,0,0,1,0
4022,2023-08,2023,8,Cove,Woodlands,North,Master,Monthly,1.44418,103.7911,0.905,2,0.286,41.05,0.446,1730.0,0,0,0,0,1,0
4023,2023-08,2023,8,Figment,Buona Vista,West,Single,Monthly,1.30978,103.79174,0.35,6,0.857,71.07,0.947,1300.0,0,0,0,0,1,0
4024,2023-08,2023,8,The Assembly Place,Tampines,East,Twin-Share,3-Month,1.35693,103.94804,0.552,6,0.857,63.73,0.936,870.0,0,0,0,0,1,0
4025,2023-08,2023,8,Cove,Punggol,North-East,Studio,3-Month,1.4022,103.9037,0.24,7,1.0,48.1,0.68,1910.0,0,0,0,0,1,0
4026,2023-08,2023,8,Coliwoo,Tampines,East,Twin-Share,12-Month,1.35575,103.94462,0.309,4,0.571,63.69,0.989,1010.0,0,0,0,0,1,0
4027,2023-08,2023,8,Bonztel,Paya Lebar,East,Studio,3-Month,1.31513,103.89568,0.412,6,0.857,72.49,0.552,2300.0,0,0,0,0,1,0
4028,2023-08,2023,8,The Assembly Place,Rochor,Central,Single,6-Month,1.30273,103.86106,0.587,3,0.429,86.02,0.948,1440.0,0,0,0,0,1,0
4029,2023-08,2023,8,Bonztel,Woodlands,North,Suite,12-Month,1.43701,103.78936,0.31,3,0.429,43.97,0.792,2070.0,0,0,0,0,1,0
4030,2023-08,2023,8,The Assembly Place,Serangoon,North-East,Studio,3-Month,1.3528,103.87115,0.413,4,0.571,61.0,0.431,2060.0,1,0,0,0,1,0
4031,2023-08,2023,8,Figment,Jurong East,West,Twin-Share,12-Month,1.32799,103.74543,2.589,4,0.571,55.12,1.0,780.0,0,0,0,0,1,0
4032,2023-08,2023,8,Hmlet,Buona Vista,West,Single,12-Month,1.30971,103.79109,0.304,3,0.429,71.17,0.984,1080.0,0,0,0,0,1,0
4033,2023-08,2023,8,Coliwoo,Punggol,North-East,Single,Monthly,1.40309,103.90317,0.126,6,0.857,45.92,0.642,1430.0,0,0,0,0,1,0
4034,2023-09,2023,9,Cantonment,Novena,Central,Master,Monthly,1.32117,103.8397,0.495,3,0.429,78.55,0.654,1910.0,0,0,0,0,1,0
4035,2023-09,2023,9,Cove,Serangoon,North-East,Deluxe,Monthly,1.35331,103.87745,0.76,3,0.429,68.25,0.339,2480.0,1,0,0,0,1,0
4036,2023-09,2023,9,Lyf,Paya Lebar,East,Deluxe,3-Month,1.32308,103.89454,0.55,2,0.286,61.89,0.257,2810.0,1,0,0,0,1,0
4037,2023-09,2023,9,The Assembly Place,Queenstown,Central,Twin-Share,Monthly,1.2901,103.79194,0.793,7,1.0,72.14,1.0,1210.0,0,0,0,0,1,0
4038,2023-09,2023,9,Coliwoo,Jurong East,West,Suite,6-Month,1.33377,103.74315,3.179,5,0.714,48.16,0.832,1720.0,0,0,0,0,1,0
4039,2023-09,2023,9,Cove,Bishan,Central,Master,3-Month,1.35354,103.84639,1.852,2,0.286,62.84,0.968,1800.0,0,0,0,0,1,0
4040,2023-09,2023,9,The Assembly Place,Rochor,Central,Deluxe,12-Month,1.30447,103.86149,0.59,4,0.571,87.13,0.452,2820.0,0,0,0,0,1,0
4041,2023-09,2023,9,Coliwoo,Yishun,North,Deluxe,6-Month,1.4306,103.83651,0.216,5,0.714,48.72,0.614,2320.0,0,0,0,0,1,0
4042,2023-09,2023,9,Lyf,Serangoon,North-East,Studio,6-Month,1.3587,103.86796,0.454,5,0.714,60.47,0.77,1950.0,0,0,0,0,1,0
4043,2023-09,2023,9,Cantonment,Paya Lebar,East,Single,Monthly,1.3201,103.89412,0.294,7,1.0,78.83,0.979,1440.0,1,0,0,0,1,0
4044,2023-09,2023,9,Figment,Woodlands,North,Studio,12-Month,1.43752,103.78396,0.293,3,0.429,41.35,0.777,1640.0,0,0,0,0,1,0
4045,2023-09,2023,9,Lyf,Paya Lebar,East,Deluxe,12-Month,1.31468,103.89322,0.337,7,1.0,74.09,0.374,2440.0,0,0,0,0,1,0
4046,2023-09,2023,9,Hmlet,Rochor,Central,Suite,Monthly,1.3044,103.85672,0.073,4,0.571,93.99,0.788,2630.0,1,0,0,0,1,0
4047,2023-09,2023,9,Figment,Kallang,Central,Suite,Monthly,1.31175,103.87129,0.211,2,0.286,82.35,0.546,3060.0,0,0,0,0,1,0
4048,2023-09,2023,9,Cove,Paya Lebar,East,Deluxe,3-Month,1.31831,103.88866,0.339,7,1.0,65.33,0.51,2700.0,1,0,0,0,1,0
4049,2023-09,2023,9,Coliwoo,Toa Payoh,Central,Deluxe,3-Month,1.33352,103.84831,0.23,3,0.429,68.94,0.232,3050.0,1,0,0,0,1,0
4050,2023-09,2023,9,Figment,Bishan,Central,Master,Monthly,1.35161,103.84978,1.948,5,0.714,60.51,0.9,1790.0,0,0,0,0,1,0
4051,2023-09,2023,9,Cove,Punggol,North-East,Studio,6-Month,1.40026,103.902,0.42,6,0.857,53.13,0.915,1910.0,0,0,0,0,1,0
4052,2023-09,2023,9,Hmlet,Queenstown,Central,Deluxe,6-Month,1.29671,103.78753,0.321,6,0.857,76.91,0.478,3060.0,0,0,0,0,1,0
4053,2023-09,2023,9,Figment,Paya Lebar,East,Master,6-Month,1.32102,103.88913,0.348,5,0.714,62.38,0.918,1920.0,0,0,0,0,1,0
4054,2023-09,2023,9,The Assembly Place,Yishun,North,Single,Monthly,1.42686,103.83629,0.258,5,0.714,47.36,0.827,1410.0,0,0,0,0,1,0
4055,2023-09,2023,9,Figment,Paya Lebar,East,Single,3-Month,1.32173,103.89732,0.657,2,0.286,72.98,0.852,1340.0,0,0,0,0,1,0
4056,2023-09,2023,9,Cove,Queenstown,Central,Deluxe,12-Month,1.29291,103.78689,0.168,6,0.857,70.33,0.374,2580.0,1,0,0,0,1,0
4057,2023-09,2023,9,Coliwoo,Bishan,Central,Studio,6-Month,1.35501,103.85289,1.698,6,0.857,65.03,0.884,1870.0,1,0,0,0,1,0
4058,2023-09,2023,9,Bonztel,Kallang,Central,Suite,Monthly,1.3116,103.87244,0.184,7,1.0,75.56,0.366,2870.0,1,0,0,0,1,0
4059,2023-09,2023,9,Coliwoo,Paya Lebar,East,Master,12-Month,1.31841,103.88999,0.195,3,0.429,69.17,0.943,1690.0,0,0,0,0,1,0
4060,2023-09,2023,9,The Assembly Place,Clementi,West,Studio,Monthly,1.32013,103.76377,0.562,2,0.286,64.09,0.856,1780.0,0,0,0,0,1,0
4061,2023-09,2023,9,Hmlet,Geylang,Central,Deluxe,Monthly,1.32333,103.89018,0.496,2,0.286,68.3,0.066,2930.0,0,0,0,0,1,0
4062,2023-09,2023,9,Lyf,Jurong East,West,Master,6-Month,1.3336,103.75021,2.618,7,1.0,45.24,1.0,1270.0,0,0,0,0,1,0
4063,2023-09,2023,9,Bonztel,Sengkang,North-East,Twin-Share,3-Month,1.39341,103.89533,1.422,2,0.286,52.61,1.0,950.0,0,0,0,0,1,0
4064,2023-09,2023,9,Coliwoo,Serangoon,North-East,Master,6-Month,1.35258,103.87288,0.466,7,1.0,60.2,0.832,1700.0,0,0,0,0,1,0
4065,2023-09,2023,9,The Assembly Place,Geylang,Central,Studio,12-Month,1.31725,103.89108,0.214,4,0.571,81.43,0.978,1930.0,0,0,0,0,1,0
4066,2023-09,2023,9,Coliwoo,Outram,Central,Studio,12-Month,1.28098,103.83945,0.205,2,0.286,81.18,0.671,2120.0,0,0,0,0,1,0
4067,2023-09,2023,9,Hmlet,Punggol,North-East,Master,12-Month,1.40507,103.90513,0.315,5,0.714,49.13,0.953,1540.0,0,0,0,0,1,0
4068,2023-09,2023,9,Lyf,Ang Mo Kio,North-East,Deluxe,12-Month,1.36983,103.85326,0.418,6,0.857,52.2,0.502,2530.0,1,0,0,0,1,0
4069,2023-09,2023,9,Lyf,Serangoon,North-East,Single,3-Month,1.35969,103.87534,0.564,3,0.429,67.83,0.926,1240.0,0,0,0,0,1,0
4070,2023-09,2023,9,Cantonment,Rochor,Central,Twin-Share,3-Month,1.30343,103.85344,0.343,6,0.857,87.32,0.934,1250.0,0,0,0,0,1,0
4071,2023-09,2023,9,The Assembly Place,Woodlands,North,Studio,6-Month,1.44269,103.7864,0.589,5,0.714,36.12,0.369,1940.0,1,0,0,0,1,0
4072,2023-09,2023,9,Bonztel,Outram,Central,Single,Monthly,1.28185,103.83708,0.448,4,0.571,71.9,1.0,1650.0,0,0,0,0,1,0
4073,2023-09,2023,9,Cantonment,Jurong East,West,Deluxe,6-Month,1.33188,103.73834,3.487,7,1.0,51.93,0.785,1710.0,1,0,0,0,1,0
4074,2023-09,2023,9,Figment,Bishan,Central,Suite,6-Month,1.35497,103.84773,1.671,7,1.0,67.93,0.366,2590.0,1,0,0,0,1,0
4075,2023-09,2023,9,Bonztel,Bishan,Central,Suite,6-Month,1.35149,103.84422,2.049,6,0.857,66.1,0.555,2250.0,1,0,0,0,1,0
4076,2023-09,2023,9,Bonztel,Tampines,East,Master,3-Month,1.35738,103.94304,0.533,7,1.0,52.4,0.837,1790.0,0,0,0,0,1,0
4077,2023-09,2023,9,Coliwoo,Paya Lebar,East,Master,6-Month,1.31646,103.89211,0.17,7,1.0,57.65,0.771,1930.0,0,0,0,0,1,0
4078,2023-09,2023,9,Figment,Sengkang,North-East,Twin-Share,12-Month,1.38818,103.89372,2.012,5,0.714,52.72,0.896,730.0,0,0,0,0,1,0
4079,2023-09,2023,9,Bonztel,Geylang,Central,Master,Monthly,1.31824,103.89094,0.12,3,0.429,73.37,0.788,2190.0,0,0,0,0,1,0
4080,2023-09,2023,9,Cantonment,Novena,Central,Studio,Monthly,1.32384,103.8429,0.444,5,0.714,92.24,0.585,2500.0,0,0,0,0,1,0
4081,2023-09,2023,9,Lyf,Woodlands,North,Twin-Share,12-Month,1.43325,103.7842,0.533,7,1.0,42.83,0.953,890.0,0,0,0,0,1,0
4082,2023-09,2023,9,Cantonment,Serangoon,North-East,Single,3-Month,1.35841,103.87312,0.286,6,0.857,68.72,0.883,1330.0,0,0,0,0,1,0
4083,2023-09,2023,9,Figment,Serangoon,North-East,Studio,12-Month,1.35558,103.87185,0.114,6,0.857,65.73,0.782,1820.0,1,0,0,0,1,0
4084,2023-09,2023,9,Cantonment,Queenstown,Central,Single,12-Month,1.29955,103.78211,0.742,7,1.0,71.33,1.0,1420.0,0,0,0,0,1,0
4085,2023-09,2023,9,Figment,Sengkang,North-East,Deluxe,12-Month,1.39064,103.89554,1.675,5,0.714,44.18,0.602,2350.0,0,0,0,0,1,0
4086,2023-09,2023,9,Hmlet,Kallang,Central,Suite,3-Month,1.31644,103.87049,0.736,7,1.0,77.5,0.321,2770.0,1,0,0,0,1,0
4087,2023-09,2023,9,Cantonment,Bishan,Central,Single,12-Month,1.35416,103.84943,1.751,4,0.571,64.7,0.938,1140.0,0,0,0,0,1,0
4088,2023-09,2023,9,Lyf,Yishun,North,Deluxe,6-Month,1.42628,103.83429,0.327,7,1.0,49.11,0.385,2710.0,0,0,0,0,1,0
4089,2023-09,2023,9,Hmlet,Sengkang,North-East,Master,3-Month,1.39298,103.89471,1.5,5,0.714,50.56,0.726,1710.0,0,0,0,0,1,0
4090,2023-09,2023,9,Bonztel,Geylang,Central,Twin-Share,6-Month,1.31812,103.89554,0.286,5,0.714,73.33,0.923,1090.0,0,0,0,0,1,0
4091,2023-09,2023,9,Bonztel,Buona Vista,West,Twin-Share,12-Month,1.30348,103.79577,0.609,2,0.286,74.46,0.978,930.0,0,0,0,0,1,0
4092,2023-09,2023,9,Cove,Serangoon,North-East,Deluxe,6-Month,1.35798,103.87446,0.378,5,0.714,61.0,0.434,2720.0,1,0,0,0,1,0
4093,2023-09,2023,9,Cantonment,Toa Payoh,Central,Twin-Share,3-Month,1.33883,103.85085,0.529,2,0.286,76.13,0.79,1280.0,1,0,0,0,1,0
4094,2023-09,2023,9,Cove,Buona Vista,West,Deluxe,Monthly,1.30532,103.79182,0.315,5,0.714,77.52,0.651,3040.0,0,0,0,0,1,0
4095,2023-09,2023,9,Hmlet,Sengkang,North-East,Suite,3-Month,1.39022,103.89258,1.888,5,0.714,48.02,0.578,2070.0,0,0,0,0,1,0
4096,2023-09,2023,9,Figment,Geylang,Central,Twin-Share,12-Month,1.3191,103.89262,0.113,6,0.857,77.29,0.997,1150.0,0,0,0,0,1,0
4097,2023-09,2023,9,Cantonment,Yishun,North,Studio,Monthly,1.42743,103.83248,0.369,5,0.714,42.3,0.347,2100.0,1,0,0,0,1,0
4098,2023-09,2023,9,Cantonment,Outram,Central,Master,12-Month,1.27779,103.83749,0.345,7,1.0,78.48,0.923,1780.0,0,0,0,0,1,0
4099,2023-09,2023,9,Bonztel,Rochor,Central,Single,6-Month,1.30319,103.85846,0.309,4,0.571,87.65,0.952,1620.0,0,0,0,0,1,0
4100,2023-09,2023,9,Cove,Sengkang,North-East,Deluxe,3-Month,1.39507,103.89384,1.383,4,0.571,52.55,0.534,2280.0,0,0,0,0,1,0
4101,2023-09,2023,9,Lyf,Queenstown,Central,Twin-Share,12-Month,1.29642,103.78932,0.435,2,0.286,77.47,1.0,1020.0,0,0,0,0,1,0
4102,2023-09,2023,9,Bonztel,Outram,Central,Master,6-Month,1.27961,103.84343,0.361,5,0.714,76.96,0.797,1810.0,1,0,0,0,1,0
4103,2023-09,2023,9,Cantonment,Queenstown,Central,Suite,Monthly,1.29502,103.78209,0.454,6,0.857,85.9,0.494,2830.0,1,0,0,0,1,0
4104,2023-09,2023,9,Figment,Toa Payoh,Central,Suite,3-Month,1.33006,103.85515,0.701,7,1.0,70.93,0.14,2910.0,1,0,0,0,1,0
4105,2023-09,2023,9,The Assembly Place,Outram,Central,Twin-Share,6-Month,1.27853,103.83814,0.245,6,0.857,65.77,0.94,1080.0,0,0,0,0,1,0
4106,2023-09,2023,9,Bonztel,Sengkang,North-East,Master,3-Month,1.38952,103.89889,1.66,7,1.0,50.28,0.925,1660.0,1,0,0,0,1,0
4107,2023-09,2023,9,Bonztel,Buona Vista,West,Deluxe,3-Month,1.30702,103.78751,0.256,5,0.714,71.47,0.786,2460.0,1,0,0,0,1,0
4108,2023-09,2023,9,Lyf,Sengkang,North-East,Deluxe,6-Month,1.39329,103.89785,1.298,7,1.0,51.47,0.438,2480.0,1,0,0,0,1,0
4109,2023-09,2023,9,Hmlet,Kallang,Central,Suite,12-Month,1.31253,103.86907,0.43,5,0.714,73.88,0.296,2560.0,0,0,0,0,1,0
4110,2023-09,2023,9,Bonztel,Novena,Central,Studio,Monthly,1.31637,103.84589,0.455,5,0.714,81.37,0.567,2200.0,1,0,0,0,1,0
4111,2023-09,2023,9,Hmlet,Rochor,Central,Studio,3-Month,1.30613,103.85134,0.56,6,0.857,89.73,0.806,2350.0,0,0,0,0,1,0
4112,2023-09,2023,9,Hmlet,Geylang,Central,Deluxe,6-Month,1.32016,103.89261,0.163,6,0.857,76.33,0.678,2750.0,0,0,0,0,1,0
4113,2023-09,2023,9,Figment,Kallang,Central,Studio,6-Month,1.30958,103.87265,0.086,5,0.714,79.74,0.787,2160.0,1,0,0,0,1,0
4114,2023-09,2023,9,The Assembly Place,Novena,Central,Twin-Share,12-Month,1.32147,103.84621,0.295,7,1.0,78.45,0.955,1200.0,0,0,0,0,1,0
4115,2023-09,2023,9,Cove,Jurong East,West,Twin-Share,6-Month,1.33203,103.7486,2.604,5,0.714,46.89,0.73,810.0,0,0,0,0,1,0
4116,2023-09,2023,9,Cove,Ang Mo Kio,North-East,Suite,3-Month,1.3691,103.85071,0.161,3,0.429,54.46,0.85,2250.0,1,0,0,0,1,0
4117,2023-09,2023,9,The Assembly Place,Bishan,Central,Deluxe,Monthly,1.35492,103.84944,1.666,3,0.429,63.45,0.513,2930.0,1,0,0,0,1,0
4118,2023-09,2023,9,Bonztel,Jurong East,West,Single,Monthly,1.33352,103.75018,2.613,5,0.714,60.69,0.924,900.0,0,0,0,0,1,0
4119,2023-09,2023,9,Cantonment,Clementi,West,Suite,12-Month,1.31652,103.76647,0.228,5,0.714,56.8,0.796,2060.0,0,0,0,0,1,0
4120,2023-09,2023,9,Cantonment,Rochor,Central,Deluxe,12-Month,1.30513,103.85928,0.344,6,0.857,93.72,0.841,2670.0,0,0,0,0,1,0
4121,2023-09,2023,9,Hmlet,Queenstown,Central,Deluxe,Monthly,1.29614,103.78315,0.392,6,0.857,76.92,0.402,3250.0,1,0,0,0,1,0
4122,2023-09,2023,9,Coliwoo,Kallang,Central,Single,3-Month,1.31323,103.87393,0.418,5,0.714,79.95,1.0,1460.0,0,0,0,0,1,0
